पूरा करना,about  Prep,audio_230
४. हो जाना,about  Prep,audio_231
घटित होना,about  Prep,audio_232
ऊंचा,above  Ad,audio_233
अधिक,above  Ad,audio_234
बढकर,above  Ad,audio_235
सिवा,above  Ad,audio_236
ऊपर,above  Ad,audio_237
श्रेष्ठ,above  Ad,audio_238
ऊपर,above  Prep,audio_239
उस पार या ओर,above  Prep,audio_240
परे,above  Prep,audio_241
बाहर,above  Prep,audio_242
बढकर,above  Prep,audio_243
रगड,abration N,audio_244
घिसन,abration N,audio_245
एक सीध में,abreast Ad,audio_246
साथ साथ,abreast Ad,audio_247
एक दूसरे के बगल में,abreast Ad,audio_248
बराबर,abreast Ad,audio_249
समान रूप से अग्रसर या उन्नत,abreast Part,audio_250
लघु करना,abridge VT,audio_251
संक्षेप करना,abridge VT,audio_252
न्यून या कम करना,abridge VT,audio_253
सार निकालना,abridge VT,audio_254
छांटना,abridge VT,audio_255
घटाना,abridge VT,audio_256
बाहर,abroad Adv,audio_257
परदेश में,abroad Adv,audio_258
देश से बाहर,abroad Adv,audio_259
घर के बाहर,abroad Adv,audio_260
खुला हुआ,abroad Part,audio_261
चारो ओर फैला हुआ,abroad Part,audio_262
निर्बंध,abroad Part,audio_263
स्वतंत्र,abroad Part,audio_264
रद्द करना,abrogate VT,audio_265
निष्प्रभाव करना,abrogate VT,audio_266
उठा देना,abrogate VT,audio_267
तोड देना,abrogate VT,audio_268
मिटा देना,abrogate VT,audio_269
विषम,abrupt A,audio_270
ऊंचा नीचा,abrupt A,audio_271
टूटा या उखडा हुआ,abrupt A,audio_272
२. एकाएक,abrupt A,audio_273
आकस्मिक,abrupt A,audio_274
अचानक,abrupt A,audio_275
३. असभ्य,abrupt A,audio_276
अशिष्ट,abrupt A,audio_277
अक्खड,abrupt A,audio_278
शीघ्रता से,abruptly Adv,audio_279
अकस्मात,abruptly Adv,audio_280
अचानक,abruptly Adv,audio_281
एकाएक,abruptly Adv,audio_282
सहसा,abruptly Adv,audio_283
२. अशिष्टता से,abruptly Adv,audio_284
अनुपस्थिति,absence N,audio_285
गैरहाजिरी,absence N,audio_286
२. परोक्ष,absence N,audio_287
न रहना,absence N,audio_288
३. न होना,absence N,audio_289
अभाव,absence N,audio_290
४. शून्यमनस्कता,absence N,audio_291
बेसुधी,absence N,audio_292
५. वियोग,absence N,audio_293
अनुपस्थित,absent A,audio_294
अवर्तमान,absent A,audio_295
गैरहाजिर,absent A,audio_296
कहीं गया हुआ,absent A,audio_297
२. शून्यमन,absent A,audio_298
बेपरवाह,absent A,audio_299
अपने को उपस्थित न रखना,absent VT,audio_300
अनुपस्थित रहना,absent VT,audio_301
हट जाना,absent VT,audio_302
अनुपस्थित जन,absentee N,audio_303
प्रवासी,absentee N,audio_304
स्वेच्छाचारी,absolute A,audio_305
स्वच्छंद,absolute A,audio_306
स्वतंत्र,absolute A,audio_307
स्वाधीन,absolute A,audio_308
२. नित्य,absolute A,audio_309
परम,absolute A,audio_310
अनन्य संबद्ध,absolute A,audio_311
केवल,absolute A,audio_312
अपरिवर्तनशील,absolute A,audio_313
३. नियमविवर्जित,absolute A,audio_314
संपूर्ण,absolute A,audio_315
बिना शर्त का,absolute A,audio_316
४. शुद्ध,absolute A,audio_317
बिना,absolute A,audio_318
मिलावट का,absolute A,audio_319
५. ( भौतिक विज्ञान) केल्विन माप,absolute A,audio_320
स्वेच्छापूर्वक,absolutely Adv,audio_321
निपट,absolutely Adv,audio_322
निरा,absolutely Adv,audio_323
अवश्य,absolutely Adv,audio_324
नितान्त,absolutely Adv,audio_325
पूर्ण रूप से,absolutely Adv,audio_326
सर्वथा,absolutely Adv,audio_327
क्षमा करना,absolve VT,audio_328
छोडना,absolve VT,audio_329
मुक्त करना,absolve VT,audio_330
पापो से उद्धार करना,absolve VT,audio_331
बरी करना,absolve VT,audio_332
सोखना,absorb VT,audio_333
निगल जाना,absorb VT,audio_334
पी लेना,absorb VT,audio_335
ग्रास करना,absorb VT,audio_336
२. लवलीन करना,absorb VT,audio_337
पूर्ण रूप से ना,absorb VT,audio_338
चित्त आकर्षित करना,absorb VT,audio_339
सोखा हुआ,absorbed A,audio_340
शोषित,absorbed A,audio_341
पूर्ण रूप से नियुक्त,absorbed A,audio_342
लवलीन,absorbed A,audio_343
लगा हुआ,absorbed A,audio_344
सोखने वाला,absorbent  A,audio_345
शोषक,absorbent  A,audio_346
निगलने वाला,absorbent  A,audio_347
बचना,abstain VI,audio_348
निवृत्त होना,abstain VI,audio_349
अलग रहना,abstain VI,audio_350
दूर रहना,abstain VI,audio_351
परहेज रखना,abstain VI,audio_352
सारांश,abstract N,audio_353
तत्व,abstract N,audio_354
संक्षेप,abstract N,audio_355
संक्षेप करना,abstract VT,audio_356
न्यून करना,abstract VT,audio_357
सार निकालना,abstract VT,audio_358
२. अलग करना,abstract VT,audio_359
आकर्षित करना,abstract VT,audio_360
बेसुधी,abstraction  N,audio_361
पृथक्करण,abstraction  N,audio_362
ध्यान की एकाग्रता,abstraction  N,audio_363
संक्षेप करण,abstraction  N,audio_364
बुद्धिविरुद्ध,absurd A,audio_365
न्यायविरुद्ध,absurd A,audio_366
अयुक्त,absurd A,audio_367
अनर्थक,absurd A,audio_368
बेहूदा,absurd A,audio_369
ऊटपटांग,absurd A,audio_370
हास्यास्पद,absurd A,audio_371
अनर्थकता,absurdity  N,audio_372
असंगति,absurdity  N,audio_373
मूर्खता,absurdity  N,audio_374
अयुक्त वा अनर्थक वस्तु,absurdity  N,audio_375
बेहूदगी,absurdity  N,audio_376
ढेर,abundant A,audio_377
अधिक,abundant A,audio_378
बहुत,abundant A,audio_379
घनेरा,abundant A,audio_380
पर्याप्त,abundant A,audio_381
प्रचुर,abundant A,audio_382
बुरा बर्ताव,abuse  N,audio_383
अनुचित व्यवहार,abuse  N,audio_384
कुप्रयोग,abuse  N,audio_385
अपप्रयोग,abuse  N,audio_386
कुरीति,abuse  N,audio_387
गाली,abuse  N,audio_388
दुर्वचन,abuse  N,audio_389
बुरा बर्ताव करना,abuse  VT,audio_390
गाली देना,abuse  VT,audio_391
हानि पहुचाना,abuse  VT,audio_392
बुराई करना,abuse  VT,audio_393
निंदा करना,abuse  VT,audio_394
निन्दक कुत्सावादी,abusive A,audio_395
गाली देने वाला मुंहफट निन्दात्मक,abusive A,audio_396
मिलना,abut VTI,audio_397
भिडना,abut VTI,audio_398
आमने सामने होना,abut VTI,audio_399
गहरा कुंड,abyss  N,audio_400
अतल समुद्र,abyss  N,audio_401
नरक कुंड,abyss  N,audio_402
विद्यालय वा विद्वत्परिषद सम्बन्धी,academic A,audio_403
अक्रियात्मक,academic A,audio_404
सिद्धांत विषयक,academic A,audio_405
उच्च श्रेणी का विद्यार्थी,academic N,audio_406
२. प्लैटो की प्रणाली का तत्ववेत्ता,academic N,audio_407
स्वीकार करना,accede VT,audio_408
मान लेना,accede VT,audio_409
सहमत होना,accede VT,audio_410
चाल बढाना,accelerate VTI,audio_411
फुर्ती करना,accelerate VTI,audio_412
शीघ्रता करना,accelerate VTI,audio_413
गति वृद्धि करना,accelerate VTI,audio_414
चाल बढाना,acceleration N,audio_415
फुर्ती,acceleration N,audio_416
शीघ्रता,acceleration N,audio_417
गति वृद्धि,acceleration N,audio_418
वेगान्तर,acceleration N,audio_419
स्वर का चढाव उतार,accent N,audio_420
स्वर,accent N,audio_421
२. आघात,accent N,audio_422
जोर,accent N,audio_423
उच्चारण चिह्न,accent N,audio_424
३. भाषा,accent N,audio_425
स्वर उच्चारण करना या प्रकट करना,accent VT,audio_426
जोर देना,accentuate VT,audio_427
शब्द के उच्चारण पर गुरुत्व का चिह्न लगाना,accentuate VT,audio_428
मानना,accept VT,audio_429
स्वीकार करना,accept VT,audio_430
सहमत होना,accept VT,audio_431
भाना,accept VT,audio_432
सुहाना,accept VT,audio_433
२. ग्रहण करना,accept VT,audio_434
लेना,accept VT,audio_435
पाना,accept VT,audio_436
३. सकारना( हुंडी आदि) ना,accept VT,audio_437
मनभावना,acceptable A,audio_438
स्वीकारयोग्य,acceptable A,audio_439
भला,acceptable A,audio_440
अच्छा,acceptable A,audio_441
ग्रहणीय,acceptable A,audio_442
रुचिर,acceptable A,audio_443
स्वीकार,acceptance N,audio_444
प्रतिग्रह,acceptance N,audio_445
स्वागत,acceptance N,audio_446
मान लेना,acceptance N,audio_447
२. सकार,acceptance N,audio_448
३. स्वीकारी हुई हुंडी,acceptance N,audio_449
पहुंच,access N,audio_450
पथ,access N,audio_451
मार्ग,access N,audio_452
प्रवेश,access N,audio_453
२. वृद्धि,access N,audio_454
बढती,access N,audio_455
दौरा,access N,audio_456
चढाव,access N,audio_457
अभिगम्य,accessible A,audio_458
पहुंचने योग्य,accessible A,audio_459
सुलभ,accessible A,audio_460
सुगम,accessible A,audio_461
प्राप्य,accessible A,audio_462
मिलनहार,accessible A,audio_463
वृद्धि,accession  N,audio_464
बढती,accession  N,audio_465
पहुंच,accession  N,audio_466
२. आरोहण,accession  N,audio_467
प्राप्त,accession  N,audio_468
अभिषेक,accession  N,audio_469
राजतिलक,accession  N,audio_470
सहायक,accessory  A,audio_471
साथ देने वाला,accessory  A,audio_472
२. अधिक,accessory  A,audio_473
सहित,accessory  A,audio_474
गौण,accessory  A,audio_475
अनावश्यक,accessory  A,audio_476
सहायक,accessory  N,audio_477
अपराध आदि में संगी,accessory  N,audio_478
साथी,accessory  N,audio_479
सहकारी,accessory  N,audio_480
२. ऊपरी या बाहरी वस्तु,accessory  N,audio_481
अधिक वस्तु,accessory  N,audio_482
संयोग,accident N,audio_483
घटना,accident N,audio_484
दैवयोग,accident N,audio_485
विपद,accident N,audio_486
दुर्घटना,accident N,audio_487
२. अनावश्यक गुण,accident N,audio_488
असहजो गुण,accident N,audio_489
सांयोगिक,accidental A,audio_490
अकस्माती,accidental A,audio_491
दैवायत्त,accidental A,audio_492
२. अनावश्यक,accidental A,audio_493
अप्रकृत,accidental A,audio_494
असहज,accidental A,audio_495
वाह वाह करना,acclaim VI,audio_496
जय जयकार करना,acclaim VI,audio_497
जयध्वनि करना,acclaim VI,audio_498
स्तुति करना,acclaim VI,audio_499
देना,accommodate  VT,audio_500
पहुंचाना,accommodate  VT,audio_501
सुविधा करना,accommodate  VT,audio_502
उपयोगी करना,accommodate  VT,audio_503
समाना,accommodate  VT,audio_504
जगह,accommodation  N,audio_505
स्थान,accommodation  N,audio_506
गृह,accommodation  N,audio_507
निवास स्थान,accommodation  N,audio_508
२. संयोजन,accommodation  N,audio_509
संधान,accommodation  N,audio_510
सुविधा,accommodation  N,audio_511
मिलाप,accommodation  N,audio_512
संविधान,accommodation  N,audio_513
३. सुशीलता,accommodation  N,audio_514
सौजन्य,accommodation  N,audio_515
उपकारशीलता,accommodation  N,audio_516
४. उधार,accommodation  N,audio_517
साथ होना,accompany  VT,audio_518
साथ देना,accompany  VT,audio_519
साथ आना या जाना,accompany  VT,audio_520
( संगीत में स्वर मिलाना) ना,accompany  VT,audio_521
२. सेवा टहल के हेतु उपस्थित रहना,accompany  VT,audio_522
सहापराधी,accomplice N,audio_523
अपराध में साझी,accomplice N,audio_524
जुर्म में साथी,accomplice N,audio_525
पूरा करना,accomplish VT,audio_526
संपूर्ण करना,accomplish VT,audio_527
सिद्ध करना,accomplish VT,audio_528
निबाहना,accomplish VT,audio_529
विद्यासंपन्न,accomplished A,audio_530
सुशिक्षित,accomplished A,audio_531
प्रवीण,accomplished A,audio_532
गुणवन्त,accomplished A,audio_533
निपुण,accomplished A,audio_534
शिष्ट,accomplished A,audio_535
सम्पन्न,accomplished A,audio_536
सिद्ध,accomplished A,audio_537
परिपूर्णता,accomplishment N,audio_538
प्राप्ति,accomplishment N,audio_539
सिद्धि,accomplishment N,audio_540
निपुणता,accomplishment N,audio_541
गुण,accomplishment N,audio_542
मेल,accord N,audio_543
मिलाप,accord N,audio_544
संमति,accord N,audio_545
एकचित्तता,accord N,audio_546
एकदिली,accord N,audio_547
( संगीत में) एकताल,accord N,audio_548
मिलना,accord VI,audio_549
सुर मिलना,accord VI,audio_550
एकचित्त होना,accord VI,audio_551
मिलाना,accord VT,audio_552
मनाना,accord VT,audio_553
एकचित करना,accord VT,audio_554
बराबर करना,accord VT,audio_555
२. देना,accord VT,audio_556
प्रदान करना,accord VT,audio_557
मेल,accordance N,audio_558
एकता,accordance N,audio_559
ताल मेल,accordance N,audio_560
समानता,accordance N,audio_561
अनुसार,accordance N,audio_562
सादृश्य,accordance N,audio_563
अनुरूपता,accordance N,audio_564
समान,according  A,audio_565
मिलता हुआ,according  A,audio_566
अनुसार,according  A,audio_567
अनुरूप,according  A,audio_568
तदनुसार,accordingly  Adv,audio_569
इस कारण से,accordingly  Adv,audio_570
इसलिये,accordingly  Adv,audio_571
इस रीति से,accordingly  Adv,audio_572
परिस्थिति के अनुसार,accordingly  Adv,audio_573
संभाषण करना,accost VT,audio_574
पहले टोकना,accost VT,audio_575
पहले बोलना,accost VT,audio_576
मिलना,accost VT,audio_577
कुशलमंगल पूछना,accost VT,audio_578
गणना,account N,audio_579
लेखा,account N,audio_580
हिसाब,account N,audio_581
२. वर्णन,account N,audio_582
कथा,account N,audio_583
वृत्तान्त,account N,audio_584
३. पूछताछ,account N,audio_585
जांच,account N,audio_586
गिनती,account N,audio_587
गणना,account N,audio_588
कारण,account N,audio_589
हेतु,account N,audio_590
४. मूल्य,account N,audio_591
उत्तर देना,account VI,audio_592
कारण बतलाना,account VI,audio_593
२. हिसाब देना या बतलाना,account VI,audio_594
गणना करना,account VT,audio_595
समझना,account VT,audio_596
जानना,account VT,audio_597
मान करना,account VT,audio_598
उत्तरदायी,accountable  A,audio_599
जिम्मेदार,accountable  A,audio_600
जिसे हिसाब या लेखा देना पडे,accountable  A,audio_601
गणक का काम या पद,accountancy  N,audio_602
हिसाब किताब,accountancy  N,audio_603
मुनीम,accountant N,audio_604
वह जो लेखा भली प्रकार समझता हो,accountant N,audio_605
हिसाब रखने वाला गणक,accountant N,audio_606
विश्वास करना,accredit VT,audio_607
अधिकार देना,accredit VT,audio_608
अधिकार पत्र के साथ( राजदूत आदि) भेजना,accredit VT,audio_609
प्रतीत पत्र देना,accredit VT,audio_610
उत्पन्न होना,accrue VI,audio_611
लाभ होना,accrue VI,audio_612
प्राप्ति होना,accrue VI,audio_613
मिलना,accrue VI,audio_614
निकलना,accrue VI,audio_615
इकठ्ठा करना,accumulate VT,audio_616
ढेर लगाना,accumulate VT,audio_617
बटोरना,accumulate VT,audio_618
जोडना,accumulate VT,audio_619
ढेर,accumulation N,audio_620
संचय,accumulation N,audio_621
जमाव,accumulation N,audio_622
बटोर,accumulation N,audio_623
शुद्धता,accuracy N,audio_624
यथार्थता,accuracy N,audio_625
सत्यता,accuracy N,audio_626
सूक्ष्मता,accuracy N,audio_627
सही,accurate A,audio_628
ठीक,accurate A,audio_629
यथार्थ,accurate A,audio_630
शुद्ध,accurate A,audio_631
अचूक,accurate A,audio_632
सूक्ष्म,accurate A,audio_633
दोष लगाना,accuse VT,audio_634
अपराधी ठहराना,accuse VT,audio_635
भला बुरा कहना,accuse VT,audio_636
अभियुक्त,accused N,audio_637
मुलाजिम,accused N,audio_638
जिस पर अपराध या दोष लगाया गया हो,accused N,audio_639
दोष लगाने वाला,accuser N,audio_640
निन्दकवादी,accuser N,audio_641
अभियोगी,accuser N,audio_642
आदत डालना,accustom VT,audio_643
परिचित करना,accustom VT,audio_644
अभ्यस्त करना,accustom VT,audio_645
अभ्यास करना,accustom VT,audio_646
सधाना,accustom VT,audio_647
अभ्यस्त,accustomed A,audio_648
परिचित,accustomed A,audio_649
आदि,accustomed A,audio_650
अभ्यासी,accustomed A,audio_651
अभ्यास पडा हुआ,accustomed A,audio_652
इक्का( ताश का),ace  N,audio_653
बिन्दी,ace  N,audio_654
२. इकाई,ace  N,audio_655
अणु,ace  N,audio_656
लव,ace  N,audio_657
पीडा,ache N,audio_658
दर्द,ache N,audio_659
वेदना,ache N,audio_660
व्यथा,ache N,audio_661
दर्द करना,ache VI,audio_662
पिराना,ache VI,audio_663
दु:खना,ache VI,audio_664
पूरा करना,achieve VT,audio_665
निबाहना,achieve VT,audio_666
अन्त को पहुंचाना,achieve VT,audio_667
पाना,achieve VT,audio_668
प्राप्त करना,achieve VT,audio_669
जीतना,achieve VT,audio_670
पराक्रम,achievement  N,audio_671
वीरता का काम,achievement  N,audio_672
करतूत,achievement  N,audio_673
२. साधन प्राप्ति,achievement  N,audio_674
पूरा करना,achievement  N,audio_675
अम्ल,acid A,audio_676
खट्टा,acid A,audio_677
तुर्श,acid A,audio_678
तीक्ष्ण,acid A,audio_679
तीव्र,acid A,audio_680
चूक,acid A,audio_681
खटाई,acid N,audio_682
अम्ल,acid N,audio_683
तेजाब,acid N,audio_684
खट्टापन,acidity N,audio_685
तुर्शी,acidity N,audio_686
अम्लता,acidity N,audio_687
तीक्ष्णता,acidity N,audio_688
स्वीकार करना,acknowledge  VI,audio_689
मानना,acknowledge  VI,audio_690
अंगीकार करना,acknowledge  VI,audio_691
रसीद लिखना या देना,acknowledge  VI,audio_692
स्वीकार,acknowledgment N,audio_693
अंगीकार,acknowledgment N,audio_694
२. रसीद,acknowledgment N,audio_695
३. धन्यवाद,acknowledgment N,audio_696
कृतज्ञता,acknowledgment N,audio_697
पराकाष्ठा,acme N,audio_698
शिखर,acme N,audio_699
ऊंचाई की सीमा,acme N,audio_700
अन्त,acme N,audio_701
शाहबलूत का फल या बीज,acorn  N,audio_702
परिचित करना,acquaint VT,audio_703
चिह्न पहचान करना,acquaint VT,audio_704
२. जताना,acquaint VT,audio_705
समाचार देना,acquaint VT,audio_706
चेता देना,acquaint VT,audio_707
परिचित,acquainted A,audio_708
अभ्यस्त,acquainted A,audio_709
अभिज्ञ,acquainted A,audio_710
�����,acquiesce,VI,audio_711
�ں� ����,acquiesce,VI,audio_712
���ܳ�� ����,acquiesce,VI,audio_713
����� ����,acquiesce,VI,audio_714
������� ����,acquiesce,VI,audio_715
������� ����,acquiesce,VI,audio_716
प्रसन्नता पूर्वक अंगीकार,acquiescence N,audio_717
सम्मति,acquiescence N,audio_718
अनुमति,acquiescence N,audio_719
पाना,acquire VT,audio_720
हासिल करना,acquire VT,audio_721
प्राप्त करना,acquire VT,audio_722
कमाना,acquire VT,audio_723
उपार्जन,acquisition  N,audio_724
प्राप्ति,acquisition  N,audio_725
लाभ,acquisition  N,audio_726
प्राप्ति वा लाभ का इच्छुक,acquisitive  A,audio_727
अपराध से मुक्त करना,acquit VT,audio_728
निर्दोषी ठहराना,acquit VT,audio_729
छोड देना,acquit VT,audio_730
छुटकारा देना,acquit VT,audio_731
छुटकारा,acquittal  N,audio_732
मुक्ति,acquittal  N,audio_733
रिहाई,acquittal  N,audio_734
( ४,acre N,audio_735
८४०) वर्ग गज भूमि,acre N,audio_736
एकड,acre N,audio_737
चरपरा,acrid  A,audio_738
कडुआ,acrid  A,audio_739
तीता,acrid  A,audio_740
झालदार,acrid  A,audio_741
गरम,acrid  A,audio_742
कटु,acrid  A,audio_743
तीक्ष्ण,acrid  A,audio_744
कडुवापन,acrimony N,audio_745
